Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Light color (product.metafields.shopify.light-color),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
sapphire-ocean-blue-lab-created-diamond-halo-ring,,,,,,,,,Yellow,,,5.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/pink_yellow_dark_green_d59dde12-5ff9-4ee8-bfa6-788be69c8686.jpg?v=1733506264,kg,,40.00,,,,,,,,,,
sapphire-ocean-blue-lab-created-diamond-halo-ring,,,,,,,,,Yellow,,,6,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/pink_yellow_dark_green_d59dde12-5ff9-4ee8-bfa6-788be69c8686.jpg?v=1733506264,kg,,40.00,,,,,,,,,,
sapphire-ocean-blue-lab-created-diamond-halo-ring,,,,,,,,,Yellow,,,6.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/pink_yellow_dark_green_d59dde12-5ff9-4ee8-bfa6-788be69c8686.jpg?v=1733506264,kg,,40.00,,,,,,,,,,
sapphire-ocean-blue-lab-created-diamond-halo-ring,,,,,,,,,Yellow,,,7,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/pink_yellow_dark_green_d59dde12-5ff9-4ee8-bfa6-788be69c8686.jpg?v=1733506264,kg,,40.00,,,,,,,,,,
sapphire-ocean-blue-lab-created-diamond-halo-ring,,,,,,,,,Yellow,,,7.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/pink_yellow_dark_green_d59dde12-5ff9-4ee8-bfa6-788be69c8686.jpg?v=1733506264,kg,,40.00,,,,,,,,,,
sapphire-ocean-blue-lab-created-diamond-halo-ring,,,,,,,,,Yellow,,,8,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/pink_yellow_dark_green_d59dde12-5ff9-4ee8-bfa6-788be69c8686.jpg?v=1733506264,kg,,40.00,,,,,,,,,,
sapphire-ocean-blue-lab-created-diamond-halo-ring,,,,,,,,,Yellow,,,8.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/pink_yellow_dark_green_d59dde12-5ff9-4ee8-bfa6-788be69c8686.jpg?v=1733506264,kg,,40.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,Celestial Blossom Pink Diamond Silver Ring,"<p>The Celestial Blossom Lab-Created Pink Diamond Silver Ring embodies the ethereal beauty of the cosmos. With a lab-created pink diamond at its core, this celestial diamond engagement ring reflects the wearer’s unique journey, combining elegance and symbolism. Crafted in silver, this celestial jewelry piece is perfect for the modern woman who values both style and meaning.</p>
<p><strong>KEY FEATURES</strong></p>
<ul>
<li>
<strong>Center Stone</strong>: Lab-Created Pink Diamond</li>
<li>
<strong>Metal</strong>: 925 Sterling silver </li>
<li>
<strong>Design</strong>: Celestial-inspired</li>
<li>
<strong>Main Stone Size</strong>: 3.95 Carat</li>
</ul>
<p>This product is also available in Blue, Green, Yellow and Red.</p>",Camille Elisa,Apparel & Accessories > Jewelry,Ring,"Full Bloom, Resilient Spirit, Rings",true,Color,Pink,,size,3,,,,,RN-PIK-SR-FL-SQ-02-85,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Celestial_Blossom_Pink_Diamond_Silver_Ring.jpg?v=1725289154,1,Celestial Blossom Pink Diamond Silver Ring,false,,Discover the Celestial Blossom Pink Diamond Silver Ring—a stunning lab-created piece that adds elegance to any outfit. Shop now for exclusive designs!,,,,,,,,,,,,,,,,pink; green; blue; yellow; red; navy,,925-silver; lab-grown-diamond; diamond,imitation-jewelry; fine-jewelry,,,,,female,,,,,,kg,,52.00,true,,,true,,,true,,,active
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,3.5,,,,,RN-PIK-SR-FL-SQ-02-09,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Pink_Diamond_Silver_Ring.jpg?v=1725289186,2,Celestial  Pink Diamond Silver Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,4,,,,,RN-PIK-SR-FL-SQ-02-95,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Celestial_Blossom_Diamond_Silver_Ring.jpg?v=1725289225,3,Celestial Pink Diamond Silver Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,4.5,,,,,,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Celestial_Blossom_Pink_Diamond_Ring.jpg?v=1725289323,4,Celestial Blossom Pink Diamond Silver Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,5,,,,,RN-PIK-SR-FL-SQ-02-05,0.0,shopify,continue,manual,399.00,,true,true,,,,,'10,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,5,Radiant Sunburst Yellow Diamond Silver Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,5.5,,,,,RN-PIK-SR-FL-SQ-02-55,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,6,,,,,RN-PIK-SR-FL-SQ-02-06,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,6.5,,,,,RN-PIK-SR-FL-SQ-02-65,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,7,,,,,RN-PIK-SR-FL-SQ-02-07,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,7.5,,,,,RN-PIK-SR-FL-SQ-02-75,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Pink,,,8,,,,,RN-PIK-SR-FL-SQ-02-08,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,3,,,,,RN-TSA-SR-FL-SQ-01-85,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,3.5,,,,,RN-TSA-SR-FL-SQ-01-09,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,4,,,,,RN-TSA-SR-FL-SQ-01-95,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,4.5,,,,,,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,5,,,,,RN-TSA-SR-FL-SQ-01-05,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,5.5,,,,,RN-TSA-SR-FL-SQ-01-55,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,6,,,,,RN-TSA-SR-FL-SQ-01-06,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,6.5,,,,,RN-TSA-SR-FL-SQ-01-65,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,7,,,,,RN-TSA-SR-FL-SQ-01-07,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,7.5,,,,,RN-TSA-SR-FL-SQ-01-75,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Green,,,8,,,,,RN-TSA-SR-FL-SQ-01-08,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,3,,,,,RN-YEL-SR-FL-SQ-02-85,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,3.5,,,,,RN-YEL-SR-FL-SQ-02-09,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,4,,,,,RN-YEL-SR-FL-SQ-02-95,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,4.5,,,,,,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,5,,,,,RN-YEL-SR-FL-SQ-02-05,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,5.5,,,,,RN-YEL-SR-FL-SQ-02-55,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,6,,,,,RN-YEL-SR-FL-SQ-02-06,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,6.5,,,,,RN-YEL-SR-FL-SQ-02-65,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,7,,,,,RN-YEL-SR-FL-SQ-02-07,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,7.5,,,,,RN-YEL-SR-FL-SQ-02-75,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Yellow,,,8,,,,,RN-YEL-SR-FL-SQ-02-08,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Sunburst_Yellow_Diamond_Silver_Ring.jpg?v=1725369483,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,3,,,,,RN-RUB-SR-FL-SQ-02-85,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,3.5,,,,,RN-RUB-SR-FL-SQ-02-09,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,4,,,,,RN-RUB-SR-FL-SQ-02-95,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,4.5,,,,,,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,5,,,,,RN-RUB-SR-FL-SQ-02-05,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,5.5,,,,,RN-RUB-SR-FL-SQ-02-55,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,6,,,,,RN-RUB-SR-FL-SQ-02-06,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,6.5,,,,,RN-RUB-SR-FL-SQ-02-65,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,7,,,,,RN-RUB-SR-FL-SQ-02-07,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,7.5,,,,,RN-RUB-SR-FL-SQ-02-75,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Red,,,8,,,,,RN-RUB-SR-FL-SQ-02-08,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,3,,,,,RN-AQU-SR-FL-SQ-02-85,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,3.5,,,,,RN-AQU-SR-FL-SQ-02-09,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,4,,,,,RN-AQU-SR-FL-SQ-02-95,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,4.5,,,,,,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,5,,,,,RN-AQU-SR-FL-SQ-02-05,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,5.5,,,,,RN-AQU-SR-FL-SQ-02-55,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,6,,,,,RN-AQU-SR-FL-SQ-02-06,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,6.5,,,,,RN-AQU-SR-FL-SQ-02-65,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,7,,,,,RN-AQU-SR-FL-SQ-02-07,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,7.5,,,,,RN-AQU-SR-FL-SQ-02-75,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Light Blue,,,8,,,,,RN-AQU-SR-FL-SQ-02-08,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_40065812-186e-4c4d-8e38-694298e21b9a.jpg?v=1727528608,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,3,,,,,RN-EME-SR-FL-SQ-02-85,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,3.5,,,,,RN-EME-SR-FL-SQ-02-09,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,4,,,,,RN-EME-SR-FL-SQ-02-95,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,4.5,,,,,,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,5,,,,,RN-EME-SR-FL-SQ-02-05,0.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
